source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,derived_feature_id,production_family,transform,declared_base_fields,effective_spec_dependencies,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,transform_family,nested_derivation_depth,algebraic_equivalence,equivalence_group_id,equivalence_group_size_including_referenced_base_when_applicable,monotonic_rank_equivalence_risk,scope_restrictions,formula_provenance_status,formula_evidence,reconstructed_expression,expression_sha256,runtime_loaded,mapping_status,audit_notes
3765,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_72h__agg_trade_count_sum_24h,rolling_self_reproduction,RollingMax,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,72H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count_sum_24h,72)",F0CAF8C093839A92F1CAAAD9AA32FF40CD0074C873ADF4D4B158F901612A4EFD,false,STATIC_ONLY,
3766,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_72h__agg_trade_count_sum_24h,rolling_self_reproduction,ZScore,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,72H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count_sum_24h,72))",F8E8A56A388509CF7A3540AC01A2D759F8C3B5A18EC0D191AE40857CCCB1577F,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
3767,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_96h__agg_trade_count_sum_24h,rolling_self_reproduction,TSMean,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,ROLLING_LOCATION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count_sum_24h,96)",C5923E4B2C8A432C27534E0FF90477EF513BFF667F32515225C696FF03D090C2,false,STATIC_ONLY,
3768,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_96h__agg_trade_count_sum_24h,rolling_self_reproduction,TSStd,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,ROLLING_DISPERSION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count_sum_24h,96)",E666719862D7E158CF6B9CE8D7AD186B046E578CCD84C6E10539CC6C98744732,false,STATIC_ONLY,
3769,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_96h__agg_trade_count_sum_24h,rolling_self_reproduction,Delta,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,TEMPORAL_DIFFERENCE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count_sum_24h,96)",69B58C3BC61100B0DBDCD75982FC851A311F52DB28E6402DBE2FDBD74A69EF46,false,STATIC_ONLY,
3770,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_96h__agg_trade_count_sum_24h,rolling_self_reproduction,Decay,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,EXPONENTIAL_SMOOTHING,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count_sum_24h,96)",F49D8ACB2AA97D10258E7E3C74904C97AB24209F2B8D9C74856B0BC39C11F4A0,false,STATIC_ONLY,
3771,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_96h__agg_trade_count_sum_24h,rolling_self_reproduction,RollingMin,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count_sum_24h,96)",65ED78E0D39E951D3FAD75E6BA7A6D9BF6C4B160FF934A3249FBA7CE3B8E3952,false,STATIC_ONLY,
3772,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_96h__agg_trade_count_sum_24h,rolling_self_reproduction,RollingMax,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,96H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count_sum_24h,96)",AB9D28EB775D82F9C20C166C5CCF422149A42019B01859A5325CA3DB9F923EFF,false,STATIC_ONLY,
3773,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_96h__agg_trade_count_sum_24h,rolling_self_reproduction,ZScore,agg_trade_count_sum_24h,agg_trade_count_sum_24h,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,96H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count_sum_24h,96))",0439022ACD910BA4C0F0FDDF9CF96B84C4BE4C4960CC65F87A3A8C13943078A3,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
3774,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,TSMean,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,ROLLING_LOCATION,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_avg_trade_notional_24h,4)",48E2E1C95C2D9CCFD8CDB299B9130E6C57064A6589716F4FB11950024A8BF506,false,STATIC_ONLY,
3775,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,TSStd,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,ROLLING_DISPERSION,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_avg_trade_notional_24h,4)",F3D42A20D381C59A4BAB267CAD1E7BC1B7CB6603774B3416506A0C40F0BA1F4C,false,STATIC_ONLY,
3776,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,Delta,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,TEMPORAL_DIFFERENCE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_avg_trade_notional_24h,4)",99CF1C1D12D4EBACC0C46F050F1ED811CC1052C295AE997CF1B17EC8FD9EF368,false,STATIC_ONLY,
3777,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,Decay,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,EXPONENTIAL_SMOOTHING,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_avg_trade_notional_24h,4)",50CC00C0096AAE7E2B1BC8BB16C8CB69C2065784507CBE55D66505C88FCAAC58,false,STATIC_ONLY,
3778,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,RollingMin,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,ROLLING_EXTREME,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_avg_trade_notional_24h,4)",571060D966B70047150E9EFFEA1F4CC7F40DC729F9B8462CB28733E10D5306F4,false,STATIC_ONLY,
3779,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,RollingMax,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,ROLLING_EXTREME,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_avg_trade_notional_24h,4)",1DCF8C011F774D6588ABA684F668DEDA1E1559E59800843A75D975259C7D2CB6,false,STATIC_ONLY,
3780,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_4h__agg_avg_trade_notional_24h,rolling_self_reproduction,ZScore,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,4H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,4,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_avg_trade_notional_24h,4))",70E10AB32C16425716C2136652B6F84E15DF3A678573CA77D9140385DC833D35,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
3781,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_8h__agg_avg_trade_notional_24h,rolling_self_reproduction,TSMean,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,8H_ROLLING,ROLLING_LOCATION,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_avg_trade_notional_24h,8)",D84AC6BA6F364E03972ED1AEA00D2D012E00B753BB8DDB5B54FAA70F5F3322DE,false,STATIC_ONLY,
3782,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_8h__agg_avg_trade_notional_24h,rolling_self_reproduction,TSStd,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,8H_ROLLING,ROLLING_DISPERSION,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_avg_trade_notional_24h,8)",1CE2BBA8A218A21B002EB72736B075903E2EB2DD35A1EC11B80459F6A1781E31,false,STATIC_ONLY,
3783,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_8h__agg_avg_trade_notional_24h,rolling_self_reproduction,Delta,agg_avg_trade_notional_24h,agg_avg_trade_notional_24h,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,8H_ROLLING,TEMPORAL_DIFFERENCE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_avg_trade_notional_24h,8)",3B26FB8B8C10D56B55C8F81E2E5AF7DC11831AF1148C975636212A9F99E4CB96,false,STATIC_ONLY,
