source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,field_name,field_family,base_classification,formula_provenance_status,formula_evidence,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,nested_derivation_depth,algebraic_equivalence,monotonic_rank_equivalence_risk,scope_restrictions,generator_enabled,runtime_loaded,mapping_status,lineage_status,audit_notes
73,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_signed_quantity_sum_24h,rolling,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_signed_quantity_sum_24h,UNRESOLVED::agg_signed_quantity_sum_24h,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
74,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_imbalance_notional_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
75,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_large_notional_100k_plus,LARGE_TRADE_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
76,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_share_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_large_notional_100k_plus;agg_notional,LARGE_TRADE_INTENSITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
77,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_trade_count_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
78,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_avg_trade_notional_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,24H_ROLLING,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
79,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_price_range_bps_max_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_price_range_bps,TRADE_PRICE_PATH,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
80,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_close_to_open_bps_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_close_to_open_bps,TRADE_PRICE_PATH,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
81,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_shock_24h_mad,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
82,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_signed_flow_z_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
83,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_accel_4h_vs_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,4H_VS_24H,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
84,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_accel_4h_vs_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,4H_VS_24H,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
85,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_universe_notional,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
86,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_universe_signed_notional,cross_symbol,FORMULA_PROVENANCE_UNRESOLVED,NAME_MISMATCH_WITH_CURRENT_BUILDER_UNRESOLVED,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_universe_signed_notional,UNRESOLVED::agg_universe_signed_notional,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
87,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_universe_large_notional,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_large_notional_100k_plus,LARGE_TRADE_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
88,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_cross_symbol_notional_share,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
89,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_cross_symbol_signed_flow_share,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
90,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_cross_symbol_large_notional_share,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_large_notional_100k_plus,LARGE_TRADE_INTENSITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
91,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_btcusdt_flow_imbalance_4h,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
92,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_minus_btcusdt_4h,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,UNKNOWN,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
93,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_ethusdt_flow_imbalance_4h,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
94,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_minus_ethusdt_4h,cross_symbol,CROSS_SYMBOL_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:186-201,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,UNKNOWN,CORE12_INSTANTANEOUS_CROSS_SECTION_IN_CURRENT_BUILDER,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;FORMULA_EVIDENCE_CURRENT_CORE12_WHILE_A7V1_REGISTRY_SCOPE_CORE3;NUMERIC_IDENTITY_ACROSS_UNIVERSE_SCOPE_NOT_CLAIMED",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
